ORF,RNA Change (q-value FDR),Protein Change (q-value FDR),(C4)_030_rna,(C4)_060_rna,(C4)_090_rna,(C4)_120_rna,(C4)_240_rna,(C5)_030_rna,(C5)_060_rna,(C5)_090_rna,(C5)_120_rna,(C5)_240_rna,(C6)_030_rna,(C6)_060_rna,(C6)_090_rna,(C6)_120_rna,(C6)_240_rna,(C4)_030_protein,(C4)_060_protein,(C4)_090_protein,(C4)_120_protein,(C4)_240_protein,(C5)_030_protein,(C5)_060_protein,(C5)_090_protein,(C5)_120_protein,(C5)_240_protein,(C6)_030_protein,(C6)_060_protein,(C6)_090_protein,(C6)_120_protein,(C6)_240_protein
YLL048C,1E-06,0.862916,-0.55,-0.29,-0.1,-0.12,0.01,-0.64,-0.18,-0.07,-0.08,0.05,-0.51,-0.27,-0.16,0.03,0.18,-0.06,-0.06,0.03,-0.01,-0.04,-0.08,-0.07,-0.16,-0.13,-0.11,0.34,0.31,0.49,0.42,0.44
YOR335C,0,0.863014,-1.01,-0.25,-0.12,-0.46,-0.09,-0.73,-0.61,-0.22,-0.34,-0.16,-1.03,-0.44,-0.12,-0.27,-0.28,-0.03,-0.06,-0.05,-0.07,-0.1,0.04,-0.02,-0.06,-0.08,-0.02,0.05,0.02,0.03,0.05,0.06
YMR079W,0.004703,0.86312,-0.85,-0.33,-0.18,-0.36,-0.28,-0.34,-0.12,-0.17,0,0.04,-0.48,-0.11,0.03,0.08,0.19,-0.08,0.04,0.05,-0.02,-0.01,-0.1,-0.05,-0.06,-0.18,-0.21,0.18,0.16,0.44,0.35,0.35
YDR408C,0.000112,0.863779,-0.73,-0.35,-0.53,-0.1,0.02,-0.87,-0.74,-0.76,-0.78,-0.25,-1.1,-0.21,-0.81,-0.92,-0.93,0.01,-0.16,-0.09,-0.1,-0.31,0.08,0.05,0.06,-0.09,-0.06,0.18,0.26,0.12,0.18,0.17
YGL164C,7E-06,0.863924,0.08,-0.12,-0.34,-0.22,-0.43,0.1,-0.35,-0.38,-0.37,-0.29,-0.06,-0.09,-0.32,-0.32,-0.45,0.25,-0.25,0.08,-0.14,0.24,-0.18,0.11,0.27,0.17,-0.13,,,,,
YJR069C,8E-06,0.864412,-0.67,-0.18,-0.12,-0.31,0.24,-0.65,-0.41,-0.22,-0.24,-0.06,-0.94,-0.22,-0.28,-0.43,-0.23,-0.01,-0.08,-0.12,-0.16,-0.22,-0.2,0.05,0.12,0.06,-0.27,0.18,0.27,0.24,0.35,0.25
YLR369W,3E-06,0.864806,0.71,0.27,0.02,0.15,0.02,0.49,0.12,0.1,0.08,0.13,0.65,0.19,0.24,0.21,0.01,,,,,,-0.15,-0.1,-0.11,-0.3,0.04,0.19,0.35,0.37,0.59,0.36
YER019W,0.878032,0.87197,-0.26,-0.03,0.18,0.3,0.12,0.29,-0.32,-0.2,-0.15,-0.15,0.05,0.1,-0.13,-0.19,-0.38,,,,,,0.09,0.06,0.01,0.03,0.08,,,,,
YJR007W,0.000133,0.872579,-0.51,-0.34,-0.4,-0.48,-0.4,-0.68,0.03,-0.37,-0.38,-0.06,-0.82,-0.03,-0.01,-0.14,-0.08,-0.08,0.01,0.03,0.02,0,-0.29,-0.15,-0.1,-0.1,-0.4,0.07,0.1,0.13,0.16,0.17
YGL012W,0.003941,0.875827,-0.27,0.2,0.42,0.09,0.13,-0.21,-0.25,0.37,0.32,-0.05,-0.17,-0.27,0.3,0.07,0.2,0.05,0,-0.01,-0.02,-0.12,-0.01,0.06,-0.08,-0.05,0.01,-0.02,0.05,0.08,0.1,-0.01
YPL053C,0.000969,0.876681,0.01,0.16,0.23,-0.04,-0.05,-0.24,0.38,0.42,0.08,0.15,-0.21,0.13,0.43,0.1,0.07,-0.06,0.06,-0.01,0.07,-0.08,,,,,,,,,,
YMR015C,0,0.877355,-1.04,-0.02,0.26,0.16,0.46,-0.98,-0.33,0.1,0.17,0.14,-0.98,-0.14,0.25,0.42,0.49,-0.02,0.07,0.07,0.12,0.04,-0.17,-0.15,-0.1,-0.15,-0.15,-0.03,0.12,0.15,0.2,0.23
YCR011C,0.004184,0.877792,0.28,0.03,0.24,0.16,0.14,0.5,0.07,0.33,0.61,0.29,0.3,-0.21,0.04,0.18,-0.06,,,,,,-0.18,-0.11,-0.07,-0.1,-0.2,0.26,0.46,0.4,0.25,0.41
YPR097W,0,0.87795,-0.32,-0.21,-0.38,-0.38,-0.3,-0.45,-0.27,-0.36,-0.34,-0.23,-0.34,-0.18,-0.26,-0.2,-0.34,0.09,0.1,-0.13,-0.08,-0.27,-0.1,0.05,0.06,0.19,0.08,,,,,
YOR323C,0.126169,0.879933,-0.32,0.26,-0.05,-0.01,-0.01,-0.03,0.02,0.19,-0.03,0.31,-0.52,0.05,-0.14,-0.1,-0.11,0.01,0.05,0.02,0.01,-0.03,0.05,0.03,0.06,-0.01,0.01,-0.08,-0.11,-0.04,0.06,0.19
YAR002W,0.032571,0.881684,0.03,-0.06,-0.05,0.03,0,-0.1,-0.18,-0.31,-0.31,-0.08,-0.05,-0.2,-0.12,-0.25,-0.14,0.3,0.21,0.2,0.12,0.06,-0.33,-0.16,-0.51,-0.63,-0.29,,,,,
YNL256W,0,0.883488,-0.74,-0.59,-0.59,-0.33,-0.3,-0.9,-0.46,-0.69,-0.5,-0.17,-0.93,-0.55,-0.58,-0.35,-0.16,0.09,-0.02,-0.08,-0.11,-0.3,0.18,-0.12,0.04,-0.07,0.45,,,,,
YMR004W,3E-06,0.883767,0.8,-0.18,-0.13,-0.49,-0.37,0.51,-0.04,-0.3,-0.32,-0.11,0.57,-0.14,-0.33,-0.35,-0.45,0.03,0.43,0.18,0.22,0.01,0,-0.15,0.02,-0.15,0.04,,,,,
YDL078C,0.005882,0.884091,0.08,0.31,0.16,0.62,0.24,0.15,0.31,0.3,0.31,0.39,-0.16,0.13,0.26,0.01,0.07,0.01,0.07,0.09,0.08,0.16,0.02,0.1,0.13,0.11,0.19,-0.04,0.03,-0.67,-0.54,-0.34
YNL044W,0.000533,0.884722,-0.6,0.18,0.07,0.31,0.79,-0.34,-0.09,0.19,0.12,0.2,-0.19,0.11,0.03,0.43,0.66,-0.14,0.26,0.23,0.36,0.02,-0.08,0.04,-0.21,-0.26,-0.13,,,,,
YKR018C,0.062192,0.88496,0.09,-0.07,-0.4,-0.25,-0.23,0.03,0.41,0.06,-0.07,-0.01,-0.17,0.08,-0.32,-0.36,-0.38,-0.04,0.01,-0.21,-0.16,-0.1,-0.07,-0.02,0.08,0.04,-0.17,-0.06,0.13,0.28,0.34,0.12
YCR071C,0.015775,0.887985,0.06,0.06,-0.23,-0.07,-0.37,-0.51,-0.28,-0.13,-0.24,-0.05,-0.4,-0.3,-0.21,-0.2,-0.21,,,,,,0.04,0.06,0.09,-0.04,0.05,,,,,
YLR449W,0,0.888343,-1.31,-0.69,-0.81,-0.92,-0.91,-1.49,-1.37,-1.36,-1.53,-0.65,-1.87,-0.74,-1.11,-1.25,-0.89,0.1,-0.07,-0.15,-0.23,-0.35,0.04,0.02,-0.09,-0.12,-0.22,0.23,0.14,0.24,0.35,0.28
YBL032W,4.5E-05,0.888485,-0.84,-0.01,-0.03,-0.03,-0.04,-0.64,-0.3,-0.16,-0.3,-0.24,-0.94,-0.32,-0.41,-0.5,-0.45,0.15,0.06,-0.05,0.01,-0.07,-0.14,-0.13,0.01,-0.01,0.14,-0.05,-0.02,0.06,0.11,0.1
YMR033W,0.013701,0.893627,-0.09,-0.3,-0.26,-0.61,-0.51,-0.05,-0.11,-0.04,-0.17,-0.06,-0.1,-0.29,-0.19,-0.07,-0.14,-0.01,-0.1,-0.03,0.07,-0.03,,,,,,,,,,
YLR134W,0.005249,0.896227,0.46,-0.78,-0.39,-0.47,-0.9,-0.08,-0.23,-0.09,-0.39,-0.77,0.55,-1.33,-0.05,-0.24,0.08,-0.15,-0.19,-0.08,-0.09,0.16,-0.95,-0.87,-0.46,-0.52,-1.5,0.43,0.39,0.42,0.31,0.43
YEL020W-A,0.001599,0.896443,0.25,0.45,1.1,0.97,0.73,-0.12,-0.27,0.11,0.48,0.65,0.22,0.91,0.9,0.4,0.83,-0.03,0.05,-0.11,-0.03,-0.01,,,,,,,,,,
YPL184C,0.002328,0.897592,-0.31,-0.1,0.31,-0.05,-0.05,-0.26,-0.28,0.09,0.11,-0.11,-0.29,-0.21,0.04,0.2,0.08,0.15,0.05,0.04,-0.08,-0.06,-0.21,-0.05,0.17,0.21,0.05,,,,,
YHR013C,5.5E-05,0.898304,-0.39,-0.2,-0.17,0.05,0.04,-0.57,-0.21,-0.33,-0.19,-0.06,-0.75,-0.16,-0.35,-0.24,-0.27,0.04,0.07,-0.04,-0.04,-0.08,-0.07,-0.09,-0.02,-0.1,0.1,-0.01,0.08,0.09,0.15,0.19
YOR260W,2.2E-05,0.898691,-0.09,-0.58,-0.62,-0.62,-0.55,-0.35,-0.05,-0.7,-0.55,-0.36,-0.91,-0.5,-0.75,-0.61,-0.45,-0.17,-0.07,-0.03,-0.09,-0.17,-0.17,-0.31,-0.01,-0.11,-0.19,0.12,0.33,0.03,0.01,0.13
YDR465C,0,0.9029,-1.59,-0.78,-0.91,-0.76,-0.46,-1.82,-1.32,-1.32,-1.05,-0.45,-1.91,-0.64,-0.57,-0.56,-0.41,-0.19,-0.1,-0.25,-0.26,-0.45,0.08,0.47,0.07,-0.28,0.64,0.13,0.15,0.32,0.24,0.06
YDR518W,0.00204,0.902969,-0.64,-0.15,0.03,-0.25,-0.19,-0.16,-0.43,0.2,0.13,-0.07,-0.63,-0.5,-0.04,-0.29,-0.36,-0.14,0.04,0.07,0.02,-0.03,0.16,-0.03,-0.04,-0.13,0.03,0.06,0.08,0.12,0.05,0.04
YIL020C,0.000553,0.903591,-0.41,-0.03,-0.19,-0.07,-0.05,-0.86,-0.25,-0.26,-0.49,-0.03,-0.7,-0.07,0.11,-0.04,0.1,,,,,,0.4,0.48,0.28,-0.05,-0.02,-0.16,-0.22,-0.1,-0.17,-0.04
YNL066W,4E-06,0.904858,-1.81,-0.23,-0.22,0.28,0.29,-2.14,-1.28,-0.68,-0.6,-0.18,-1.83,-0.44,-0.44,-0.29,-0.15,-0.07,0.08,0.03,-0.03,0.05,,,,,,,,,,
YMR214W,0.013804,0.905567,-0.15,0.1,-0.01,-0.11,-0.02,-0.43,-0.32,-0.29,-0.37,-0.16,-0.78,-0.21,-0.28,-0.73,-0.77,0.01,0.04,0.01,-0.02,-0.1,0.05,0.05,0,0.08,0.11,-0.13,-0.15,-0.04,-0.11,-0.21
YDR044W,8.9E-05,0.906637,-0.77,0.27,0.38,-0.07,0.25,-1,-0.29,-0.09,-0.04,-0.03,-1.34,-0.21,0.21,-0.11,-0.22,0.01,0.03,0.16,0.15,0.08,-0.05,-0.16,-0.04,-0.13,-0.26,,,,,
YOR184W,0.065949,0.906975,-0.1,0.07,0.04,0.22,-0.17,0.21,0.3,0.08,0.11,0.45,-0.09,0.41,0.02,0.19,0.39,0.04,0.01,0,0,0.03,-0.08,-0.05,-0.05,-0.06,-0.08,-0.04,-0.04,0.03,-0.01,0.05
YER156C,2E-06,0.90828,-1.22,0.26,0.1,-0.14,0.1,-1.02,-0.32,-0.14,-0.29,0.15,-1.31,-0.07,-0.08,-0.33,-0.26,-0.1,-0.1,-0.05,-0.11,-0.05,0.05,-0.05,-0.03,-0.11,-0.02,0.04,0.03,0.09,0.09,0.17
YDR335W,0.087261,0.910046,0.47,-0.22,-0.17,-0.25,-0.24,0.34,0.43,0.19,0.11,-0.06,0.17,-0.05,-0.03,-0.14,-0.3,-0.27,0.01,0.1,0.05,-0.03,-1.06,-0.49,-0.38,0.04,-0.62,0.53,0.49,-0.1,0.13,0.43
YDR195W,0.10436,0.91058,-0.02,-0.18,0.07,0.06,0.11,-0.18,-0.08,-0.39,-0.04,0.07,-0.07,-0.05,-0.18,0.11,0.14,-0.1,0.05,-0.23,-0.34,-0.8,0,0.22,0.25,0.11,0.33,,,,,
YDR141C,0.354172,0.913415,-0.04,-0.08,-0.17,-0.19,-0.13,0.03,0.1,0.12,0.01,-0.07,-0.26,-0.15,-0.16,-0.11,-0.09,0.04,0.14,0.1,0.04,-0.04,-0.23,-0.2,-0.1,-0.16,-0.12,0.08,0.28,0.14,0.39,0.16
YAL035W,3E-06,0.915287,-0.68,-0.09,-0.16,-0.28,-0.12,-1.04,-0.27,-0.34,-0.51,-0.19,-1.12,-0.29,-0.25,-0.52,-0.61,0.02,0.02,-0.03,-0.07,-0.13,0.02,0.02,-0.03,-0.1,-0.02,0.02,0.03,0.05,0.05,0.11
YPR024W,0.011684,0.915563,0.47,-0.1,-0.04,-0.07,0.07,0.39,0.06,-0.08,-0.08,0.02,0.31,-0.05,-0.33,-0.41,-0.45,0.03,-0.22,-0.12,-0.17,-0.06,-0.12,-0.66,-0.43,-0.3,-0.62,0.43,0.42,0.21,0.29,0.36
YMR074C,0.000419,0.915811,-0.75,0.59,0.46,0.36,0.31,-0.79,-0.31,0.07,0.18,0.28,-0.99,-0.11,0.27,-0.02,0.24,-0.04,-0.04,-0.13,-0.06,-0.06,-0.04,0.04,-0.14,-0.06,-0.08,0.11,0.3,0.27,0.26,0.23
YNL182C,0,0.916791,-1.25,-0.6,-0.49,-0.7,-0.4,-2.22,-0.78,-0.79,-0.8,-0.28,-1.98,-0.64,-0.49,-0.44,-0.37,0.02,0.13,0,0.04,-0.11,-0.15,-0.19,-0.09,-0.23,-0.28,0.29,0.32,0.41,0.6,0.48
YOL076W,0.000365,0.916887,-0.45,-0.1,-0.25,-0.55,-0.23,-0.3,-0.14,0.08,-0.24,0.06,-0.48,-0.35,-0.08,-0.32,-0.24,,,,,,0.06,0.04,-0.01,-0.09,0.03,,,,,
YER178W,0.00216,0.91907,0.17,0.53,0.54,0.52,0.69,0.25,0.19,0.24,0.35,0.3,0.02,0.61,0.23,0.2,-0.09,0.07,0.05,0.03,0.01,-0.05,-0.02,-0.01,0.01,-0.01,0.05,-0.02,0.01,0.02,0.07,0.05
YGL238W,0.541839,0.920255,-0.16,-0.51,-0.21,-0.41,-0.33,0.15,0.23,0.13,0.05,0.15,-0.14,-0.36,-0.14,-0.04,-0.08,0.03,-0.02,-0.03,0.03,0,0.05,0.06,0.02,0.01,0.04,,,,,
YLR034C,3.2E-05,0.923604,0.64,-0.44,0.38,0.1,0.26,0.75,0.02,0.26,0.75,0.49,0.78,-0.4,0.24,0.76,0.56,-0.05,-0.07,-0.12,-0.16,-0.24,-0.09,0.08,0.07,-0.06,-0.1,0.04,0.09,0.15,0.17,0.14
YLR384C,0,0.92399,-0.92,-0.23,-0.08,-0.48,-0.26,-0.89,-0.39,-0.24,-0.44,-0.04,-0.92,-0.31,0.02,-0.15,-0.13,0.02,-0.06,-0.07,-0.17,-0.12,-0.02,0.02,-0.15,-0.15,0.01,0.02,0.22,0.25,0.12,0.07
YER019C-A,0.012435,0.925596,-0.22,0.77,0.63,0.68,0.78,-0.75,-0.12,-0.02,0.06,0.41,-0.92,0.1,0.23,0.07,0.2,,,,,,-0.23,-0.09,-0.17,-0.22,-0.1,0.02,0.26,0.07,0.16,0.17
YOR098C,1.3E-05,0.926756,-0.35,-0.12,-0.14,-0.17,-0.19,-0.61,-0.2,-0.34,-0.27,-0.03,-0.7,-0.1,-0.21,-0.25,-0.24,-0.2,-0.02,-0.29,-0.04,-0.36,0.19,-0.22,-0.15,-0.13,0.15,0.24,0.18,0.09,0.17,0.26
YPR172W,0,0.927386,0.87,0.44,0.12,0.37,0.38,0.83,0.69,0.33,0.41,0.34,0.76,0.36,0.24,0.29,0.26,0.16,-0.06,0.13,0.2,0.09,-0.47,0.15,-0.08,0.01,-0.3,0.26,0.21,0.13,0.02,0.17
YLR378C,0.023484,0.928066,-0.43,0.46,0.3,0.16,0.38,-0.53,-0.23,-0.05,-0.06,-0.01,-0.51,-0.01,0.01,-0.01,-0.08,-0.21,-0.05,0.03,0.03,0.07,-0.04,0.06,0,-0.22,-0.12,0.14,0.04,0.19,0.14,0.08
YHR076W,0.004922,0.928232,-0.33,0.12,0.29,-0.07,0.01,-0.37,-0.16,-0.06,-0.03,0.06,-0.35,-0.01,0.22,-0.16,-0.17,-0.51,-0.58,0.07,-0.55,-0.5,0.19,0.24,0.22,0.18,0.39,,,,,
YGR281W,0.058553,0.928594,0.38,-0.05,0.12,0.22,0.22,0.06,0.29,0.32,0.39,0.21,-0.14,0.01,0.07,0.22,-0.07,0.03,-0.15,-0.13,-0.11,-0.2,-0.3,-0.09,0,0.07,0.02,0.15,0.15,0.04,-0.23,0.2
YPR086W,0.168153,0.930602,0.07,0.03,0.06,-0.23,-0.04,-0.14,-0.06,-0.26,-0.07,0.17,-0.06,-0.05,-0.04,-0.44,-0.25,0.09,0,-0.03,-0.11,-0.04,,,,,,-0.03,-0.04,0.18,0.2,0.02
YJL154C,0.304143,0.931366,0.06,-0.37,-0.33,-0.08,-0.22,0.42,0.17,0.16,0.03,0.13,0.09,-0.19,-0.34,-0.15,-0.18,,,,,,-0.08,0.02,-0.07,0.01,0.03,,,,,
YJL001W,0.002229,0.934437,0.83,0.32,-0.23,0.39,0.11,0.56,0.89,-0.11,0.06,0.35,0.16,0.55,-0.13,-0.26,0,-0.12,-0.2,-0.43,-0.47,-0.42,0.28,0.23,0.2,0.07,0.27,,,,,
YLR319C,0.006603,0.934692,-0.09,0.02,-0.07,-0.2,-0.03,-0.32,-0.17,-0.17,-0.32,-0.11,-0.08,-0.1,-0.15,-0.23,-0.42,-0.17,0.03,0.02,0.21,-0.06,0.11,-0.1,0.03,-0.17,0.3,,,,,
YJL145W,2E-05,0.937798,-0.35,-0.23,-0.41,-0.29,-0.27,-0.55,-0.17,-0.28,-0.26,0.09,-0.77,-0.2,-0.25,-0.39,-0.16,0,-0.04,0.05,0.03,0.01,-0.65,-0.08,-0.14,-0.02,-0.94,0.63,0.59,0.56,0.56,0.64
YHR025W,1E-06,0.938904,-0.81,-0.21,-0.3,-0.1,0,-0.69,-0.5,-0.53,-0.43,0,-0.98,-0.56,-0.4,-0.2,0.03,0,-0.01,0,-0.03,-0.12,-0.06,-0.05,-0.01,-0.06,-0.09,0.12,0.07,0.05,0.09,0.07
YGL169W,0,0.939312,-0.74,-0.76,-0.61,-0.44,-0.58,-1.01,-0.64,-0.55,-0.51,-0.33,-0.83,-0.46,-0.42,-0.47,-0.31,-0.19,-0.15,-0.23,-0.25,-0.34,0.08,0.14,0.18,0.05,0.11,,,,,
YLR022C,0.003692,0.939381,-0.1,-0.31,0.03,-0.24,-0.22,-0.43,-0.31,-0.57,-0.72,0.13,-0.44,-0.33,-0.13,-0.29,-0.21,0.15,0.05,0.11,0.04,0.01,0.02,-0.01,0.05,-0.05,0.06,-0.03,0,-0.15,-0.02,-0.01
YKL212W,0.007175,0.939516,-0.15,-0.22,-0.3,-0.2,-0.19,-0.07,-0.02,0,-0.13,-0.09,-0.42,-0.13,-0.34,-0.4,-0.48,0.01,0.07,0.08,0.08,0,-0.13,-0.08,-0.06,-0.06,-0.14,0.13,0.13,0.06,0.14,0.22
YNL186W,1.9E-05,0.940495,-0.66,-0.47,-0.21,-0.16,-0.26,-1.75,-0.56,-0.72,-0.49,-0.13,-1.66,-0.43,-0.56,-0.54,-0.51,,,,,,-0.1,0.02,-0.1,-0.15,-0.17,0.15,0.04,-0.01,-0.01,0.21
YJR101W,0.057159,0.941014,-0.16,-0.04,-0.06,0.21,0.17,-0.26,0.18,-0.01,0.27,0.05,-0.22,-0.07,0.06,-0.06,-0.02,0.03,0.03,0.05,0.03,0.08,,,,,,,,,,
YMR149W,0.11167,0.943698,-0.07,0.04,0.2,0.09,0.16,0.03,0,-0.06,-0.05,0.06,0.05,0.1,0.06,0.17,0.45,-0.03,-0.01,0.01,0.16,-0.14,0.09,0.01,0.03,-0.18,0.4,,,,,
YDR212W,0,0.944448,-0.63,-0.41,-0.37,-0.67,-0.24,-0.69,-0.19,-0.43,-0.5,-0.26,-0.86,-0.2,-0.42,-0.58,-0.54,0.01,-0.07,-0.12,-0.2,-0.2,-0.01,0.04,0.11,0.03,-0.05,-0.02,0.1,0.19,0.2,0.1
YOL027C,0.009921,0.945995,-0.06,0.15,0.21,-0.08,-0.24,-0.29,-0.02,-0.09,-0.12,-0.14,-0.33,-0.05,-0.03,-0.29,-0.43,0.05,0.08,0.05,0.09,0.07,-0.38,-0.09,-0.01,-0.31,-0.03,0.48,0.16,0.22,0.34,0.22
YLR185W,0.068555,0.94723,-0.31,0.37,0.78,0.23,0.07,-0.52,-0.12,0.15,0.06,0.41,-1.21,-1.03,0.34,-0.44,-0.08,-0.07,-0.17,-0.34,-0.3,-0.6,0.27,0.08,-0.06,-0.12,0.12,0.11,0.38,0.4,0.31,0.16
YLR192C,0.01536,0.947877,0.02,0.09,-0.39,-0.15,-0.11,-0.44,-0.13,-0.26,-0.16,0.12,-0.8,-0.13,-0.36,-0.47,-0.44,-0.07,-0.01,-0.04,-0.04,-0.13,-0.03,-0.06,-0.1,-0.09,-0.23,0.07,0.23,0.35,0.39,0.32
YGR124W,0.00029,0.948564,0.06,0.43,0.28,0.22,0.34,0.18,0.39,0.39,0.27,0.31,0.09,0.27,0.19,0.07,-0.05,0.04,0.07,0.09,0.08,0.12,0.04,-0.06,-0.02,-0.02,-0.01,0.04,-0.02,-0.07,-0.1,-0.04
YDR398W,0,0.951243,-1.31,-0.95,-0.59,-0.57,-0.56,-2.35,-0.96,-1.02,-0.96,-0.49,-2.33,-0.98,-0.73,-0.63,-0.65,0.01,0.18,0.1,0.06,0.06,-0.42,-0.3,-0.52,-0.37,-0.93,0.04,0.48,0.28,0.91,0.56
YNL030W,0.018438,0.951333,-0.08,-0.06,-0.14,-0.31,0.27,-0.02,-0.66,-0.23,-0.09,0.51,-0.6,-1.18,-0.18,-0.26,-0.1,-0.02,-0.08,-0.15,-0.16,-0.04,0.07,0.08,0.13,0.1,0.05,-0.12,-0.19,0.03,0.13,-0.02
YDL065C,0.02897,0.952308,0.1,0.26,-0.15,-0.2,-0.05,-0.36,-0.23,-0.28,-0.44,-0.2,-0.27,-0.04,0.07,-0.4,-0.25,-0.25,-0.21,-0.07,-0.28,-0.73,0.03,0.13,0.06,-0.29,0.33,0.47,0.52,0.21,0.22,0.47
YDR298C,1.9E-05,0.95349,-0.02,0.75,0.71,0.57,0.91,-0.04,0.21,0.68,0.46,0.65,0.14,0.37,0.49,0.23,0.32,0.01,0.07,0.08,0.11,0.31,0,0.01,0.12,0.13,0.2,-0.04,-0.33,-0.33,-0.49,-0.31
YOR271C,0,0.953664,-1.21,-0.56,-0.82,-0.41,-0.37,-1.39,-0.8,-0.73,-0.93,-0.31,-1.3,-0.44,-0.69,-0.61,-0.33,0.05,-0.01,-0.09,-0.21,-0.2,-0.32,-0.06,0.09,0.07,-0.15,0.31,0.22,0.28,0.41,0.31
YLL011W,0,0.954492,-0.94,-0.69,-0.64,-0.64,-0.81,-1.79,-0.86,-0.76,-0.87,-0.41,-1.6,-0.71,-0.4,-0.52,-0.25,-0.12,-0.34,-0.07,-0.2,-0.1,0.11,0.31,0.31,0.16,0.05,0.25,0.04,-0.01,-0.03,0.14
YPR062W,0.009902,0.955517,-0.1,-0.18,0.25,-0.14,-0.17,-0.87,-0.77,-0.19,-0.5,0.13,-0.38,-0.42,0.18,-0.2,0.16,-0.01,-0.06,-0.04,-0.07,-0.14,-0.07,-0.03,-0.15,-0.24,-0.09,0.07,0.06,0.12,0.17,0.08
YGR162W,0,0.956602,-1.18,-0.16,-0.26,-0.59,-0.29,-1.67,-0.59,-0.69,-0.67,-0.38,-1.85,-0.38,-0.44,-0.54,-0.76,0.07,0,-0.08,-0.14,-0.19,-0.04,-0.04,-0.09,-0.22,-0.12,0.1,0.18,0.19,0.18,0.23
YLR060W,0.085274,0.957266,-0.29,-0.02,-0.21,-0.06,-0.16,-0.04,0.1,-0.02,0,0.23,-0.67,0.06,-0.06,-0.03,-0.14,-0.03,-0.01,0.02,0.03,0.05,0.01,-0.03,-0.01,-0.05,-0.05,-0.04,-0.03,0,0.01,0
YBR079C,1E-06,0.957641,-0.63,-0.15,-0.28,-0.34,-0.33,-1.12,-0.26,-0.43,-0.46,-0.19,-1.16,-0.18,-0.41,-0.4,-0.64,0.04,0.02,-0.01,-0.02,-0.07,0.01,0,-0.03,-0.08,-0.01,0,0.09,0.04,0.09,0.12
YCR093W,0.002644,0.957752,0.13,-0.5,-0.45,-0.61,-0.45,0.09,0.06,-0.23,-0.13,-0.14,-0.08,-0.34,-0.37,-0.28,-0.25,-0.21,0.06,0.02,-0.05,-0.1,0.33,0.07,0,-0.05,0.24,,,,,
YER023W,0.022219,0.960757,-0.78,0.14,0.46,0.38,0.51,-0.4,-0.37,0,0.15,-0.03,-0.76,-0.08,-0.26,-0.17,-0.1,-0.05,-0.01,-0.06,-0.01,-0.1,-0.14,-0.11,-0.06,-0.04,-0.2,0.07,0.06,0.11,0.12,0.17
YHR200W,0.073484,0.961341,0.93,0.27,0.06,0.2,0.06,0.28,0.45,-0.26,-0.19,0.08,0,0.36,-0.44,-0.52,-0.47,0.04,-0.19,-0.32,-0.44,-0.25,-0.04,0.11,0.17,0.11,0.21,0.27,0.26,0.11,0.24,0.29
YMR308C,0,0.962213,-0.74,-0.18,-0.14,-0.12,0.02,-0.93,0.07,-0.2,-0.15,0.04,-0.98,0.18,-0.25,-0.05,-0.02,-0.03,-0.04,-0.05,-0.11,-0.1,-0.01,-0.01,-0.02,-0.12,-0.09,0.01,0.05,0.06,0.08,0.16
YBL041W,0.00081,0.962664,1.03,0.42,-0.12,0.1,0.15,0.51,0.59,-0.09,-0.19,0.19,0.26,0.29,0,-0.19,-0.04,0.01,0.11,0.11,0.08,0.1,0.08,0.17,0.15,0.08,0.21,-0.19,-0.2,-0.33,-0.52,-0.51
YMR121C,0.001364,0.964455,-0.06,-1.23,-1.08,-0.93,-1.33,-0.37,-0.5,-0.24,-0.45,-0.58,-0.41,-1.42,0,-0.56,-0.05,-0.09,-0.07,-0.02,0.03,-0.04,-0.17,0.2,0.41,0.34,0.45,-0.03,-0.12,-0.04,-0.42,-0.48
YJR024C,0.011465,0.964579,-0.43,0.23,-0.02,0.07,0.12,-0.75,-0.56,-0.29,-0.42,-0.13,-0.52,0.02,-0.16,-0.35,-0.23,,,,,,0.06,0.04,0.05,-0.01,0.03,,,,,
YHR143W-A,0.000119,0.965678,-0.64,0.14,0.15,0.16,0.25,-1.39,0.05,-0.24,-0.15,0.76,-1.54,0.51,0.09,0.15,0.2,-0.07,-0.17,-0.13,-0.11,-0.19,0.06,-0.03,-0.12,-0.17,-0.03,0.16,0.36,0.39,0.58,0.45
YPR156C,0,0.966146,0.08,0.67,1.11,0.81,0.72,-0.59,0.92,0.89,0.98,0.43,-0.29,0.75,0.66,1,0.46,,,,,,-0.63,-0.06,-0.26,-0.45,-0.47,0.44,-0.31,-0.02,0.19,0.7
YOL061W,5E-06,0.96641,-0.8,-0.38,-0.18,-0.11,0.1,-0.94,-0.44,-0.55,-0.48,-0.2,-0.76,-0.15,-0.29,-0.32,-0.27,0.03,-0.02,-0.13,-0.13,-0.31,0.02,0.04,-0.03,-0.17,0.02,0.17,0.16,0.23,0.26,0.26
YPL212C,0,0.967021,-1.11,-0.19,-0.18,-0.22,-0.25,-1.34,-0.19,-0.35,-0.27,-0.12,-1.52,-0.42,-0.3,-0.29,-0.44,0.11,0.02,0.05,0.07,0.03,0.04,0.02,0.16,0.07,0.2,-0.17,-0.25,-0.09,-0.14,-0.23
